iter	Logloss
327	0.281010355
328	0.2809130978
329	0.2807712968
330	0.2806977877
331	0.2805889526
332	0.2804518743
333	0.2803747753
334	0.2802552646
335	0.2801320251
336	0.280008179
337	0.2798672382
338	0.2796483893
339	0.2795063733
340	0.279320393
341	0.2792014278
342	0.2790637831
343	0.278961319
344	0.2788094025
345	0.2787549788
346	0.2786820654
347	0.2786281063
348	0.2784835045
349	0.2783001499
350	0.2782050986
351	0.2780853275
352	0.2779838494
353	0.2779053507
354	0.277724529
355	0.2776224461
356	0.2774568984
357	0.2772601049
358	0.2772072402
359	0.2770891114
360	0.2769626419
361	0.2768422624
362	0.2767775996
363	0.2766865091
364	0.2765408151
365	0.2764102992
366	0.276322349
367	0.2761991445
368	0.2760886657
369	0.2759958765
370	0.2758997435
371	0.2757701118
372	0.2756707424
373	0.2755436254
374	0.2754725056
375	0.2753315851
376	0.2752660394
377	0.275187775
378	0.2751047513
379	0.2749959222
380	0.274870274
381	0.2747787581
382	0.2747146004
383	0.274621488
384	0.2745658869
385	0.2744858822
386	0.2743465664
387	0.2742836654
388	0.2741319634
389	0.2740407706
390	0.2739649539
391	0.2738269942
392	0.2737265637
393	0.2735885494
394	0.2735049655
395	0.2732964852
396	0.2731813918
397	0.2730154006
398	0.272729961
399	0.2726064406
400	0.2725434694
401	0.2723921745
402	0.2722288097
403	0.2721315166
404	0.2720415063
405	0.2717248901
406	0.271622231
407	0.2715374383
408	0.2714624776
409	0.2713334242
410	0.2712811178
411	0.2711544173
412	0.2708906577
413	0.2708232439
414	0.2707299632
415	0.2706548603
416	0.270506066
417	0.2703668232
418	0.2702598923
419	0.2700369502
420	0.2699277298
421	0.269904153
422	0.2698509815
423	0.2697243251
424	0.269577804
425	0.2695339182
426	0.2694488105
427	0.2692807464
428	0.2691837861
429	0.2691129458
430	0.2689957534
431	0.2688843637
432	0.2687481388
433	0.2686290608
434	0.2684844402
435	0.2684012581
436	0.2682663099
437	0.2681600306
438	0.2680189982
439	0.2679291633
440	0.267866285
441	0.2677781284
442	0.2676285882
443	0.2675200641
444	0.267403495
445	0.2673140352
446	0.2671464294
447	0.2670790143
448	0.2669890238
449	0.266787328
450	0.2666969804
451	0.266533408
452	0.26637309
453	0.2662410068
454	0.2660826301
455	0.2660073625
456	0.2658961306
457	0.2657981866
458	0.2657006355
459	0.2656153724
460	0.2655660879
461	0.2654537996
462	0.2653210436
463	0.2651627527
464	0.2650727191
465	0.2648690141
466	0.2647173859
467	0.2646242906
468	0.2645552608
469	0.2644729097
470	0.2644156061
471	0.2642669071
472	0.2641173797
473	0.2640320226
474	0.2639723159
475	0.2638414371
476	0.2637365777
477	0.2636669093
478	0.2634235388
479	0.2632632524
480	0.26311131
481	0.2630584692
482	0.2629822994
483	0.2629026267
484	0.2628084947
485	0.2626602707
486	0.2625812593
487	0.2624484347
488	0.2623168946
489	0.2621760459
490	0.2620852529
491	0.2619935799
492	0.2618873352
493	0.2617984656
494	0.2617128757
495	0.2616025702
496	0.2615009779
497	0.2614569152
498	0.2612784219
499	0.2611058625
500	0.2609372763
501	0.2608515711
502	0.2607599953
503	0.2606782806
504	0.2604189339
505	0.2603193133
506	0.2602553088
507	0.2602046326
508	0.2601107958
509	0.2600427704
510	0.2598950065
511	0.2598112455
512	0.2597196948
513	0.2596948118
514	0.259672102
515	0.2595647858
516	0.2594130656
517	0.2593044264
518	0.259200643
519	0.2590474564
520	0.2589232429
521	0.2588484988
522	0.2588172724
523	0.2586871475
524	0.2585930812
525	0.258310079
526	0.2582191079
527	0.2581855476
528	0.258040279
529	0.2579373737
530	0.257798215
531	0.2577815178
532	0.2577026709
533	0.2576040643
534	0.2575228584
535	0.2574001049
536	0.2572803884
537	0.2572284675
538	0.2570910982
539	0.2570024476
540	0.2569176168
541	0.2568275453
542	0.2565966578
543	0.2565242983
544	0.2565058368
545	0.2562895241
546	0.2561543768
547	0.2560596449
548	0.2559340304
549	0.2558239134
550	0.2557347716
551	0.2556502882
552	0.2555332713
553	0.2554747187
554	0.2554143602
555	0.2553308412
556	0.255204569
557	0.2550651362
558	0.2550133358
559	0.2549223913
560	0.2548006704
561	0.2547618306
562	0.2546084637
563	0.2545579942
564	0.2543547484
565	0.2543000516
566	0.2542696523
567	0.2542310194
568	0.2541159082
569	0.2540027747
570	0.2539209846
571	0.253828048
572	0.2537024224
573	0.2536648584
574	0.253505384
575	0.2534612949
576	0.2533287956
577	0.25331236
578	0.2532930627
579	0.2532466851
580	0.2531841252
581	0.2531640565
582	0.2530773057
583	0.2529811273
584	0.2528737745
585	0.2527740805
586	0.2526811287
587	0.2525087669
588	0.2524989894
589	0.2523916165
590	0.2523106657
591	0.2522627121
592	0.2521496271
593	0.2520666765
594	0.2519855103
595	0.2518058293
596	0.2517886716
597	0.2517057167
598	0.2514472972
599	0.2513604676
600	0.2513503157
601	0.2512407401
602	0.2511170847
603	0.2510624366
604	0.2508775119
605	0.2508284718
606	0.2507259982
607	0.2506392828
608	0.2505766996
609	0.2504778244
610	0.2503467623
611	0.2502563872
612	0.2501360875
613	0.2500587426
614	0.2500012554
615	0.2499245034
616	0.2498250091
617	0.2497390039
618	0.2496909878
619	0.2496849095
620	0.249559047
621	0.2494596807
622	0.2494270961
623	0.2493062369
624	0.2492361274
625	0.249215182
626	0.2491143244
627	0.2490774239
628	0.2490028922
629	0.2488919527
630	0.2488129694
631	0.2486979483
632	0.2486915505
633	0.2486373004
634	0.2485299335
635	0.248350977
636	0.2482603086
637	0.2481522266
638	0.248054428
639	0.248030006
640	0.247861827
641	0.2477708798
642	0.2476392299
643	0.2476281984
644	0.2475510715
645	0.2474171703
646	0.2473363149
647	0.2472249198
648	0.2471926867
649	0.2471273844
650	0.2470661034
651	0.2469200498
652	0.2468552538
653	0.2468209894
654	0.24679657
655	0.2467527206
656	0.2466317137
657	0.2466021213
658	0.2465107305
659	0.246450364
660	0.2463137198
661	0.2462418575
662	0.2461952379
663	0.2461071017
664	0.2460326852
665	0.2459320337
666	0.2458588303
667	0.2457481269
668	0.2456331263
669	0.2456245134
670	0.2455727536
671	0.2455121676
672	0.2454280179
673	0.2453049293
674	0.2452518483
675	0.2452401737
676	0.2450837053
677	0.2449735897
678	0.2448737758
679	0.2448576558
680	0.2447681158
681	0.2447369388
682	0.244628409
683	0.244615154
684	0.2445247405
685	0.2444245779
686	0.2443225691
687	0.2442051216
688	0.2440882067
689	0.2440294529
690	0.2440162417
691	0.2439480987
692	0.2439333881
693	0.2438208001
694	0.243689537
695	0.2436243586
696	0.2435538937
697	0.2435458145
698	0.2433878082
699	0.2433512133
700	0.2432028252
701	0.2430866284
702	0.2430001497
703	0.2429174202
704	0.2428452826
705	0.2427746104
706	0.2426959233
707	0.2426891665
708	0.2426525436
709	0.2426020965
710	0.242507726
711	0.2424851772
712	0.2424142918
713	0.24233127
714	0.2422299879
715	0.2421464151
716	0.2420695791
717	0.2420178766
718	0.2419444164
719	0.2418578919
720	0.2418439946
721	0.2417775217
722	0.2417329881
723	0.2416138923
724	0.2415700646
725	0.2414960321
726	0.241430304
727	0.2413658098
728	0.2412552215
729	0.2411620382
730	0.2410079924
731	0.2409191987
732	0.2409126891
733	0.2408129998
734	0.2407696646
735	0.2406910847
736	0.2406377775
737	0.2405134037
738	0.2404562775
739	0.2404086121
740	0.2403218788
741	0.2402334615
742	0.2401522132
743	0.2400715474
744	0.2399939841
745	0.2398474763
746	0.2397774705
747	0.2397189693
748	0.2396460543
749	0.2395406358
750	0.2395091873
751	0.239427828
752	0.2393368748
753	0.2392333228
754	0.2391862032
755	0.2390471105
756	0.23890834
757	0.2387960958
758	0.2386838325
759	0.2386503769
760	0.2386216686
761	0.238527959
762	0.2385227363
763	0.2384443239
764	0.2383659907
765	0.2383339348
766	0.2382472056
767	0.2381991912
768	0.238087834
769	0.2379390459
770	0.2378743742
771	0.2378101783
772	0.2377473011
773	0.2377165018
774	0.2376227547
775	0.2375394673
776	0.2374620571
777	0.2373859493
778	0.2372548282
779	0.2371973915
780	0.2371336763
781	0.2370826689
782	0.2370720644
783	0.2369947726
784	0.2369241517
785	0.2368968512
786	0.2368727389
787	0.236768466
788	0.2366940306
789	0.2366629612
790	0.236653051
791	0.236625788
792	0.2365766817
793	0.2365602876
794	0.2364471399
795	0.2364400354
796	0.2363055237
797	0.2362568057
798	0.2361835813
799	0.236108117
800	0.2360048969
801	0.2359951742
802	0.2359268416
803	0.2358712204
804	0.2357725957
805	0.2357542162
806	0.2356940427
807	0.2355931413
808	0.2353498149
809	0.2352529683
810	0.2351519168
811	0.2350772131
812	0.2350124776
813	0.2349400322
814	0.2348109338
815	0.2347936412
816	0.2346699641
817	0.2346599953
818	0.2345893786
819	0.2345102803
820	0.2344054102
821	0.2343627833
822	0.2342619438
823	0.2342053737
824	0.2341875015
825	0.2341175992
826	0.2340418314
827	0.2340217542
828	0.2339207637
829	0.2337652714
830	0.2337530024
831	0.2336790776
832	0.2336670781
833	0.2335643659
834	0.233471847
835	0.2334078041
836	0.2333820039
837	0.2332881029
838	0.2332188595
839	0.2331487823
840	0.23310942
841	0.2330675705
842	0.2330565098
843	0.2329646085
844	0.2327538354
845	0.2326597167
846	0.232630203
847	0.232570167
848	0.232533016
849	0.2323969236
850	0.2323723964
851	0.2323251401
852	0.2322771037
853	0.2321653461
854	0.2320988846
855	0.2320878765
856	0.232081487
857	0.2319741855
858	0.2318697338
859	0.2316541476
860	0.2315521624
861	0.2314991764
862	0.2314417042
863	0.2313623647
864	0.2313510302
865	0.2312397164
866	0.2311648184
867	0.2311101603
868	0.231006038
869	0.2309483948
870	0.2308616347
871	0.2306858075
872	0.230678212
873	0.2306005979
874	0.2305132508
875	0.2304462896
876	0.2303869365
877	0.2303733827
878	0.2302397444
879	0.2302316079
880	0.2301668547
881	0.2300324886
882	0.2299963302
883	0.2299888703
884	0.2299605974
885	0.2299509597
886	0.2298560041
887	0.2298216619
888	0.2298036035
889	0.2297667444
890	0.229645505
891	0.2296318316
892	0.2295907565
893	0.2295554279
894	0.2294904116
895	0.2294844873
896	0.2294169893
897	0.2293479992
898	0.2292200041
899	0.2291775928
900	0.2291236034
901	0.2290712483
902	0.2290001898
903	0.2289303174
904	0.2288500608
905	0.2287823286
906	0.2286777405
907	0.2286217563
908	0.2286148149
909	0.2285246586
910	0.228491776
911	0.2283931108
912	0.2283604385
913	0.2282906495
914	0.2281586463
915	0.2280547346
916	0.2279732485
917	0.2279157795
918	0.2278299815
919	0.2277729799
920	0.2277432928
921	0.2276590491
922	0.2275910021
923	0.227501314
924	0.2274825272
925	0.2274598656
926	0.22737392
927	0.2273552623
928	0.2273116229
929	0.2271997351
930	0.2271468072
931	0.2271294721
932	0.227061389
933	0.2269897752
934	0.2268873005
935	0.2267017433
936	0.2266634338
937	0.226577825
938	0.2264982521
939	0.2264531168
940	0.2263885283
941	0.2262741014
942	0.22622025
943	0.2261808504
944	0.2260799666
945	0.2260380467
946	0.2259782097
947	0.2259301956
948	0.2258975101
949	0.2258142286
950	0.2257961856
951	0.2257106779
952	0.2256901345
953	0.2256179372
954	0.2255239705
955	0.2255200066
956	0.2254586657
957	0.2253410065
958	0.2252822133
959	0.2252160032
960	0.2251804572
961	0.2250682208
962	0.2250380495
963	0.2249395695
964	0.2249315669
965	0.2248292434
966	0.224814391
967	0.22469909
968	0.224637496
969	0.2246254517
970	0.2245961744
971	0.2245522936
972	0.2244860659
973	0.224428607
974	0.2243454747
975	0.2242611424
976	0.2241822175
977	0.2241704574
978	0.2241232978
979	0.2241118402
980	0.2239451144
981	0.2239370498
982	0.2238951182
983	0.2238407066
984	0.2237334093
985	0.2237229152
986	0.2237178977
987	0.2236758771
988	0.2236664077
989	0.2236189225
990	0.2236136913
991	0.2235766715
992	0.223473451
993	0.2234613784
994	0.2233807273
995	0.2233167226
996	0.2232995579
997	0.2232170157
998	0.2231719405
999	0.2231646989
